,name,part,speech_ratio
0,mDRMCwSD3Ms.001.wav,Val,0.9639262841458632
1,nUazOUcW_AM.002.wav,Val,0.985099986929813
2,8AnIttmflwI.000.wav,Val,0.9384394196837015
3,XB81sertsYU.004.wav,Val,0.9807868252516011
4,alucqviYJFE.005.wav,Val,0.8647235655469874
5,FTk2SCmJI_w.005.wav,Val,0.8776630505816233
6,e3Y7na4SBh4.003.wav,Val,0.9325578355770487
7,8Z6PrQdqffA.000.wav,Val,0.8443340739772579
8,l3IoZ_QmOQo.002.wav,Val,0.764736635733891
9,_G3kw9HwCqY.001.wav,Val,0.7514050450921448
10,6nbxAP_ZKQQ.004.wav,Val,0.9196183505424128
11,AR3UwbmgKuQ.002.wav,Val,0.5659390929290289
12,Kbcvurfuvhk.001.wav,Val,0.9720298000261404
13,51KRxB3g7A8.001.wav,Val,0.985099986929813
14,okSmKH2k5lE.003.wav,Val,0.9682394458240753
15,Kv0kZgqZEM0.002.wav,Val,0.9619657561103124
16,PXJfSp2WvVY.004.wav,Val,0.8898183244020389
17,12Ezy1y1cWY.004.wav,Val,0.1401124036073716
18,MswJxdf-3Fc.003.wav,Val,0.9596131224676513
19,QNVsr2mGwGs.000.wav,Val,0.9894131486080251
20,y4w-PiVPfjI.001.wav,Val,0.9407920533263626
21,X1EjfXX3NTk.002.wav,Val,0.7998954385047706
22,xRhUBifOWiI.002.wav,Val,0.7859103385178408
23,4CiR99jTzso.002.wav,Val,0.9470657430401255
24,N5YT0FFd3-s.001.wav,Val,0.924323617827735
25,4kIHxR6s1L4.000.wav,Val,0.9277218664226898
26,BmDClgdWlH4.005.wav,Val,0.995686838321788
27,vqLtOsoNPnU.001.wav,Val,0.9533394327538883
28,TNtcyfM9jak.004.wav,Val,1.0
29,L5kpy0SA7os.002.wav,Val,0.9474578486472357
30,19pTUX8KfYM.004.wav,Val,1.0
31,MCqC9VBT4q4.001.wav,Val,0.8882499019735982
32,YPnuq0tDDqk.001.wav,Val,0.7478760946281532
33,F-Dy1EFm_Mw.003.wav,Val,0.8312638870735851
34,78zauTEQ-k8.003.wav,Val,0.995686838321788
35,Rwsss8y1bf0.003.wav,Val,0.995686838321788
36,1TXS1Zg4wDc.001.wav,Val,0.9600052280747615
37,lnawWqnGpMc.003.wav,Val,0.995686838321788
38,fUIWjaZCYwM.002.wav,Val,0.76277610769834
39,EfQUV-C-YrU.003.wav,Val,0.9278525682917266
40,ApCq0dwH1Ak.000.wav,Val,0.9321657299699385
41,blAjqQ0ja8Q.001.wav,Val,0.9662789177885244
42,_QXI4n_FRN4.000.wav,Val,0.8106129917657823
43,-DOqN0d8KHw.000.wav,Val,0.9045876356031891
44,oJPdfhG4hT0.000.wav,Val,0.8584498758332244
45,-RqxrwIxMvE.002.wav,Val,0.9494183766827866
46,8AnIttmflwI.004.wav,Val,0.9364788916481506
47,1CYzbX8AaP8.005.wav,Val,0.9743824336688015
48,x0mD5kr2hu4.001.wav,Val,0.8608025094758855
49,VbiUhNAdzus.001.wav,Val,0.9345183636125997
50,kPXVZD3ac8s.002.wav,Val,0.8945235916873612
51,WZnLayQeIZ0.002.wav,Val,0.9682394458240753
52,2d6btbaNdfo.005.wav,Val,0.8757025225460724
53,RZgTERiRDjA.002.wav,Val,0.9031499150437852
54,N7oR6_oMBFk.001.wav,Val,1.0
55,tASMzbFSxsQ.004.wav,Val,0.995686838321788
56,93bQfdes68U.000.wav,Val,0.8796235786171742
57,_IQX3zjINy4.003.wav,Val,0.9807868252516011
58,PooFvZH6fK0.002.wav,Val,0.8737419945105215
59,Vy-Lr_iM5qo.004.wav,Val,0.3395634557574173
60,sx57p5HyekI.001.wav,Val,0.8921709580447
61,0u56Q_QmxIM.001.wav,Val,0.9345183636125997
62,1hpZ2ecWqtI.000.wav,Val,0.8733498889034114
63,voXr6-ykd1w.001.wav,Val,0.7034374591556659
64,BQ9i8qkXiVQ.001.wav,Val,0.8608025094758855
65,v5hZeuRW6m0.003.wav,Val,0.8572735590118938
66,rD6NViDdyOU.000.wav,Val,0.924323617827735
67,pkwzo1OkEmY.004.wav,Val,0.7332374852960397
68,Ie2y_yOeKpo.005.wav,Val,0.9090314991504379
69,5LT-hTT4J7s.005.wav,Val,0.9262841458632859
70,Bz3Jx4QL_6Q.005.wav,Val,0.9788262972160502
71,Jr6GmDtvTK0.001.wav,Val,0.7290550254868645
72,JciLbidX1Q8.001.wav,Val,0.3395634557574173
73,4lIbWq27O84.004.wav,Val,0.9451052150045746
74,h7qbP1GS50U.000.wav,Val,0.8733498889034114
75,8eeZjC_bmtc.004.wav,Val,0.37720559403999476
76,p_mu11crx-s.000.wav,Val,0.8398902104300091
77,VForU0EmBr0.002.wav,Val,0.810220886158672
78,L4uFD6434Pc.004.wav,Val,0.9364788916481506
79,sHVXhr7_EOs.004.wav,Val,0.9662789177885244
80,2d6btbaNdfo.001.wav,Val,0.8898183244020389
81,Rops7WYMCCY.004.wav,Val,0.8478630244412495
82,OEKg-Tvwcbk.002.wav,Val,0.8902104300091491
83,CESTtNvDpww.001.wav,Val,0.9658868121814141
84,1ajEXdEsJ-k.002.wav,Val,0.8568814534047837
85,hIxLNK_x_QA.004.wav,Val,0.7873480590772448
86,Pkgi4--hwfo.003.wav,Val,0.985099986929813
87,h_GDQ9_H1es.000.wav,Val,0.9807868252516011
88,_ZAqTHlu2ts.000.wav,Val,0.9788262972160502
89,nB-fPmvZg3U.004.wav,Val,0.7700954123643968
90,fDBpO2TyB-Y.001.wav,Val,0.799241929159587
91,RtbBc9kI6tE.000.wav,Val,0.8772709449745132
92,o2wtRccAgjE.005.wav,Val,0.9508560972421906
93,qD15qWMepxU.002.wav,Val,0.7760470105400615
94,pEr7WTIPW64.003.wav,Val,0.7729708534832048
95,19pTUX8KfYM.005.wav,Val,0.9725526075022873
96,ssexxLJLuhU.001.wav,Val,1.0
97,qfL0ml0f84g.000.wav,Val,0.9788262972160502
98,WRz1F6DqmRQ.001.wav,Val,0.8925630636518103
99,6CRet5sD6xI.000.wav,Val,0.9258920402561757
100,QTtTAFqT-no.001.wav,Val,0.9600052280747615
101,datcFOBWYxc.004.wav,Val,0.909423604757548
102,o5eCmKiomvo.000.wav,Val,0.8568814534047837
103,OgPC4wnLJR0.000.wav,Val,0.8906025356162593
104,HT_8WpgGqjk.002.wav,Val,0.8819762122598354
105,dl9IT3OvI0o.005.wav,Val,0.9113841327930989
106,ZoHY-rWJsyw.002.wav,Val,0.8482551300483597
107,-9BZ8A9U7TE.002.wav,Val,0.9219709841850738
108,dOFnHXRLEdM.004.wav,Val,0.985099986929813
109,6tBnFWDqvJE.000.wav,Val,0.9470657430401255
110,0u56Q_QmxIM.005.wav,Val,0.7308848516533787
111,T3v3-2tvV0s.002.wav,Val,0.907070971114887
112,8w_oPolxRWQ.000.wav,Val,0.8482551300483597
113,XvV4YdhpC2w.003.wav,Val,0.8921709580447
114,aptKaxP81xA.005.wav,Val,0.8066919356946805
115,qkmEt0ofGq8.001.wav,Val,0.9427525813619134
116,QdafN9Y_j-Y.000.wav,Val,1.0
117,9RfE2-aTvaM.005.wav,Val,0.7039602666318129
118,AvuGsnkWjt8.003.wav,Val,0.8313945889426219
119,YHpEi96AY9w.005.wav,Val,0.7055286890602536
120,N5YT0FFd3-s.005.wav,Val,0.9894131486080251
121,3wgZrRMosvY.000.wav,Val,0.7831655992680695
122,l8weBJSCHbA.004.wav,Val,0.757548032936871
123,ZqbJIM7rmO8.004.wav,Val,0.8290419552999608
124,JKDEEwxZwrw.000.wav,Val,0.9788262972160502
125,hspeWl-Bip0.000.wav,Val,0.8081296562540844
126,Pc-oQQwkIv8.005.wav,Val,0.7031760554175924
127,2kqPuht5jTg.001.wav,Val,0.9325578355770487
128,FogaU_yB9aY.003.wav,Val,0.9807868252516011
129,WuoQDp7pU24.000.wav,Val,0.9556920663965495
130,Pqy0NgxSvU0.004.wav,Val,0.9894131486080251
131,_hR9AD-eIy8.001.wav,Val,0.8819762122598354
132,7A7gav98tW4.000.wav,Val,0.5910338517840805
133,4nMstrTuXXw.000.wav,Val,0.8545288197621226
134,fwJykIyvS04.005.wav,Val,0.9745131355378381
135,vfqYI2QmfeU.003.wav,Val,0.1709580447000392
136,yVSfQZGt1co.002.wav,Val,0.9031499150437852
137,z0v9LukQRHU.004.wav,Val,0.8647235655469874
138,UQeuBvZNusI.005.wav,Val,0.7808129656254085
139,jd9_8OPxM3A.004.wav,Val,0.8906025356162593
140,YdxS3f4HXaA.002.wav,Val,0.8757025225460724
141,kK4QL7pOrhs.005.wav,Val,0.9682394458240753
